customer_id,customer_name,customer_gender,cluster_ward,latitude,longitude
10635,Sherri Reynolds,0,outlier,38.747626230078666,-9.17385576799895
16023,Lillian Mccord,0,outlier,38.76410633638237,-9.096140572411104
40271,Mathew Tabor,1,outlier,38.74794954573745,-9.17365537709783
32159,Gary Wisniewski,1,outlier,38.73436038315965,-9.209141111394448
14450,Michael Velazquez,1,outlier,38.737101124436336,-9.149844293146725
48479,Shirley Wade,0,outlier,38.76479159576621,-9.095456914669672
43787,Doris Bush,0,outlier,38.75260252460054,-9.15257132980797
44258,Paul Mccorry,1,outlier,38.76083443792557,-9.166833368837503
32879,Esther Hall,0,outlier,38.73659316566596,-9.149239695692968
36127,Edward Beyah,1,outlier,38.73742268024508,-9.148838231844415
33187,Steve Jordan,1,outlier,38.74790253247417,-9.17345642016248
35344,Bessie Delzer,0,outlier,38.76023142002482,-9.166840088049376
4767,Jerry Harris,1,outlier,38.749034356986265,-9.172284103324214
35081,Meghan Greenstein,0,outlier,38.74856222114303,-9.17397969504125
7650,John Hairr,1,outlier,38.760454727855226,-9.166466696794062
39728,David Bailey,1,outlier,38.73609950176352,-9.149425249978394
27564,Stephen Turner,1,outlier,38.7640345588925,-9.096131471273644
23678,Gary Sines,1,outlier,38.76102052187564,-9.16662317692943
19829,Quincy Danner,1,outlier,38.76001334244651,-9.167060381159724
2291,Madeline Gonzales,0,outlier,38.759197767035126,-9.166312712860371
16968,Carol Pignone,0,outlier,38.76322987346352,-9.09562093705988
26452,Sean Ciciora,1,outlier,38.75983505558816,-9.166674250964768
39783,Keith Lopez,1,outlier,38.73566214229015,-9.150694943675653
21762,Wade Crabill,1,outlier,38.7600826962757,-9.16674320802852
4677,Mildred Garcia,0,outlier,38.76384228386197,-9.09536307519117
23065,Shannon Ashley,0,outlier,38.76419000356243,-9.096157750132257
31561,Timothy Tesoriero,1,outlier,38.73627995291122,-9.150305207535167
14778,Michael Stickel,1,outlier,38.763431564385286,-9.096313653345652
42698,Linda Lord,0,outlier,38.76026325977026,-9.167353823959742
14250,Sharon Mitchell,0,outlier,38.76479164092723,-9.094878735965317
11836,Ariel Lucey,1,outlier,38.763745135138365,-9.09594487877956
48170,Lee Saylors,1,outlier,38.737212925346256,-9.15060581569164
5104,Adrienne Anderson,0,outlier,38.76030700149924,-9.165694135710934
6589,Scott Cunha,1,outlier,38.75976395128108,-9.199661102802324
18136,Betty Moulder,0,outlier,38.75959072919586,-9.165605920209476
40250,Emiko Parker,0,outlier,38.73623267250897,-9.149559453053376
12296,Ralph Gonzales,1,outlier,38.76039254198363,-9.167144002291682
41517,Joseph Johnson,1,outlier,38.76325053105254,-9.094376947279406
4843,Susan Mercado,0,outlier,38.763432148678056,-9.096106215672163
903,Jeffrey Payne,1,outlier,38.764216712519016,-9.09526526105924
8934,Gregory Radosevich,1,outlier,38.76429910078799,-9.095604465630066
24458,Thomas Shedlock,1,outlier,38.764102004757824,-9.09624913753597
41216,Robert Summerville,1,outlier,38.76439563181381,-9.095148277674411
36718,Betty Aquino,0,outlier,38.759181653559104,-9.166725064095996
19511,Ann Dotson,0,outlier,38.762990027245166,-9.095407320857836
42485,Dorothy Kannel,0,outlier,38.76401122119908,-9.095090340910115
35030,Tina Williams,0,outlier,38.74905591495214,-9.17244637006002
6898,Elmira Caldwell,0,outlier,38.76052362126487,-9.166357297737507
33774,Michael Fonceca,1,outlier,38.76406875806195,-9.095025447443764
20004,Ethel Guadalupe,0,outlier,38.74788303925364,-9.1728001382734
34580,James Kennedy,1,outlier,38.73732581428569,-9.150349336558897
29380,Frank Moore,1,outlier,38.763668078291545,-9.094932935675748
49860,Heather Bower,0,outlier,38.7366240720605,-9.149699321401268
45523,Kevin Wilson,1,outlier,38.7085336039393,-9.188258376732492
29810,Violet Gillis,0,outlier,38.75909848801621,-9.167368439241434
45264,Isabel Johnson,0,outlier,38.76303071247224,-9.095700094707984
30795,Jan Jeanpierre,0,outlier,38.7456625332112,-9.189703601113669
8475,Theodore Johnson,1,outlier,38.76016162900773,-9.165855377710988
4821,Hazel Smith,0,outlier,38.75260148593897,-9.15925094299122
254,Julie Lee,0,outlier,38.74742048273172,-9.172249525088302
17935,Derrick Ornelas,1,outlier,38.76096910645915,-9.165823525318078
31688,Arturo Deere,1,outlier,38.737193396253005,-9.150519906915616
18436,Lillian Owen,0,outlier,38.76432456526448,-9.095792433399458
7224,Arlene Wright,0,outlier,38.73709206229274,-9.149849858871663
4703,Carolyn Rojas,0,outlier,38.7368912000366,-9.150010850371103
7118,Hilda Blakley,0,outlier,38.78249053731191,-9.163947517725902
28051,Lana Hastings,0,outlier,38.74766262996594,-9.173807225472478
46291,Simone Saathoff,0,outlier,38.74869713071905,-9.17252532360646
35327,Charlotte Johnson,0,outlier,38.74792904866213,-9.172499821190994
21037,Aaron Turcotte,1,outlier,38.7492108262601,-9.173631610177438
21097,Maryanne Rodgers,0,outlier,38.77967831429325,-9.133055610640998
12887,Jarrett Wallace,1,outlier,38.76333327218829,-9.095288913117784
32836,William Smart,1,outlier,38.76303131013231,-9.095283412163866
20163,Bryan Gill,1,outlier,38.73587441164435,-9.149455201792144
32497,Meredith Braun,0,outlier,38.76378952711272,-9.095620474803166
30934,Victor Bova,1,outlier,38.73627039303177,-9.150555284785929
16489,Tawana Townsend,0,outlier,38.76434125059502,-9.095067605693732
29779,David Lewis,1,outlier,38.73605657182114,-9.149042790366234
2477,Paulene Erickson,0,outlier,38.75966638807555,-9.166650251567637
2601,Winfred Polk,1,outlier,38.76091186188557,-9.16617819152772
21043,Cathy Ward,0,outlier,38.75936077933903,-9.166573713929491
43828,Bud Predovich,1,outlier,38.74867982915843,-9.17239393602932
30817,Jeremy Haynes,1,outlier,38.73557041641291,-9.150819133310218
18654,Corey Chevarie,1,outlier,38.74797908464161,-9.173162398048005
3822,Freeman Hilton,1,outlier,38.74806978107933,-9.173278102742458
21879,Ryan Osterberg,1,outlier,38.737435895828746,-9.148870347931354
39356,Barbara Tracy,0,outlier,38.76412762684564,-9.09459235986243
11061,Laura Leslie,0,outlier,38.74843141696813,-9.172791908927792
35740,Carter Bartlett,1,outlier,38.75926934671141,-9.165753533146432
38497,Mabel Garcia,0,outlier,38.76486607606385,-9.09600623362452
37155,Natasha Alford,0,outlier,38.73634972519364,-9.149368923425437
21684,Ronald Holstine,1,outlier,38.73884564137297,-9.190943610989068
14417,Ruth Hicks,0,outlier,38.759227487371554,-9.1657527100541
25675,Stephanie Randall,0,outlier,38.74821151415017,-9.172623929257654
22860,Luz Jones,0,outlier,38.73741897170761,-9.149928728265492
14935,Marvin Kittell,1,outlier,38.74907398204792,-9.173340637424182
37020,Deborah Hatcher,0,outlier,38.76432985869153,-9.095302607727389
10383,Hilda Maier,0,outlier,38.73642271467397,-9.15067349317417
34027,Louie Fleming,1,outlier,38.747808364825325,-9.173007056584272
21153,Gladys Meyers,0,outlier,38.733365824195786,-9.16446173067735
28030,Katherine Vaness,0,outlier,38.74892035260043,-9.172341628589804
35148,Kristine Christopher,0,outlier,38.73620371083624,-9.15040227728283
7292,Addie Bunker,0,outlier,38.73726535829595,-9.150046902439948
3332,Clara Lashbrook,0,outlier,38.75924488690009,-9.165607070900467
28110,Alejandro Lyons,1,outlier,38.76458494710807,-9.09629478494215
5529,Stephane Stroud,0,outlier,38.760767873278304,-9.16612159262548
17634,Leona Hughes,0,outlier,38.76352875088335,-9.094893101345551
6788,Trina Pruitt,0,outlier,38.74873563968072,-9.172602349150823
43963,Annette Claypoole,0,outlier,38.74905245254524,-9.173595636484984
28433,John James,1,outlier,38.748542622754,-9.1728705417216
34127,Lenore Wilkerson,0,outlier,38.736137678325264,-9.149540416247223
22370,Jean Washington,1,outlier,38.76346460616297,-9.096039445468488
45545,Mathew Sliger,1,outlier,38.76465416120485,-9.095630709293104
29683,Walter Navarro,1,outlier,38.74762020322821,-9.1722327604866
14977,Suzanne Bingham,0,outlier,38.74738911380756,-9.172178237907406
35678,Darlene Wild,0,outlier,38.75997929065844,-9.166238102891722
20522,Caroline Young,0,outlier,38.735503386382696,-9.15080124296899
15178,Leticia Cribbs,0,outlier,38.764835164610005,-9.095412989557332
712,Charles Meyerott,1,outlier,38.76074968835355,-9.166415354465787
2640,Lloyd Hertel,1,outlier,38.74850211556086,-9.172190514250168
40633,Sharon Wilder,0,outlier,38.760620328297925,-9.165766065175468
43680,Kim Henderson,0,outlier,38.73654868276586,-9.149859310261196
49714,Arlene Reed,0,outlier,38.759587304787495,-9.166935454590153
28987,Vivian Mabon,0,outlier,38.73705680523831,-9.150271719189876
33967,Sharon Smith,0,outlier,38.76301367552868,-9.09577992840764
30491,Dewey Mejia,1,outlier,38.748838803992136,-9.172336904840718
12092,Michaela Johnson,0,outlier,38.748473905205415,-9.172401870618383
12478,Kevin Taylor,1,outlier,38.75994624452783,-9.16652723719248
47132,Deborah Horning,0,outlier,38.74731259360762,-9.173376124096848
22189,Tonia Holland,0,outlier,38.764824932869615,-9.096327527381302
49756,Esther Hollister,0,outlier,38.77175561444373,-9.171569778837094
2257,Lowell Crandell,1,outlier,38.74825544769381,-9.17390606852202
31787,Doris Wiggins,0,outlier,38.73546593243017,-9.14943636845128
26180,Kera Gagnon,0,outlier,38.74787603172849,-9.1734742954848
17544,Michael Larson,1,outlier,38.73608062854233,-9.150416647550452
42286,Richard Hockaday,1,outlier,38.7360928410674,-9.149098683199403
1987,Kevin Stone,1,outlier,38.760088888931975,-9.167496059831873
14396,Chris Walters,1,outlier,38.75997244676035,-9.165589813574698
48655,Cassie Jones,0,outlier,38.76038121954024,-9.166186365806912
25270,Vonnie Sefcovic,0,outlier,38.737311776518425,-9.149981418098935
2113,Robert Allard,1,outlier,38.75915881377068,-9.165812621924768
2950,Jose Simpson,1,outlier,38.76442249555158,-9.095102760055516
21441,Michael Davis,1,outlier,38.74870979572173,-9.17260489230556
10963,Raul Magill,1,outlier,38.73608207686135,-9.15037221141904
3891,John Schutz,1,outlier,38.7357976107516,-9.149611948629572
45788,Kyle Damron,1,outlier,38.7356276453,-9.149605015997716
27279,Ruthie Garcia,0,outlier,38.73603542391452,-9.15036681585575
14664,Carmen Marotti,0,outlier,38.736792991410425,-9.148852604929465
9402,Mary Sadowski,0,outlier,38.75994852896167,-9.166602962744603
28059,Morris Galloway,1,outlier,38.76470180950282,-9.094416668407018
43878,Hilda Mcfadden,0,outlier,38.76406095804235,-9.095577286668412
19709,Mark Durbin,1,outlier,38.74923581803351,-9.174010121315549
28989,Hazel Snider,0,outlier,38.76103549744123,-9.165876872480522
23482,Stephanie Bennett,0,outlier,38.74978506664281,-9.139235614835014
8182,Melissa Tanner,0,outlier,38.73633104041159,-9.150167783103122
604,Kevin Lawson,1,outlier,38.735699770388514,-9.150318653385224
18375,Gloria Davis,0,outlier,38.73630409167514,-9.149518944851833
24906,Jose Halter,1,outlier,38.76480392017017,-9.095596174191272
47541,Marie Crownover,0,outlier,38.74794441648455,-9.17329695920438
21213,Larry Coon,1,outlier,38.759703955752414,-9.166262499872968
41707,Mary Mask,0,outlier,38.763905551180144,-9.095038574522135
21264,Robert Williams,1,outlier,38.760357398299256,-9.166436203185643
36845,Jacque Kaiser,0,outlier,38.76312545053162,-9.095402679431473
36395,Joshua Ballew,1,outlier,38.76025589436431,-9.166483443846994
31136,Arthur Perkins,1,outlier,38.75978776775416,-9.166758489606137
7179,Chad Frick,1,outlier,38.735470636933066,-9.148872091882758
16719,April Nance,0,outlier,38.76416678126522,-9.095449597521508
18249,Ronald Pitts,1,outlier,38.76303103180944,-9.094556470989506
17305,Dianne Ing,0,outlier,38.74821372678048,-9.172283958454774
13522,Brian Millan,1,outlier,38.7358872429611,-9.149375143821285
44185,Craig Reinert,1,outlier,38.748141804981415,-9.172125431703368
85,Margaret Cunningham,0,outlier,38.76083131382984,-9.16755904501492
4209,Jason Wagner,1,outlier,38.73704246574556,-9.149384372209363
10617,Maria Torres,0,outlier,38.74865283244129,-9.172116482166354
28918,Emma Brack,0,outlier,38.7491733121356,-9.172861785613488
22325,Leola Hanna,0,outlier,38.76011695778212,-9.165829313957149
45599,Lucille Hamilton,0,outlier,38.73639034113001,-9.150433107201202
45388,Herbert Smalls,1,outlier,38.76016002058589,-9.165717362371003
20481,Fred Evans,1,outlier,38.76045144594932,-9.16630646582629
21641,Pauline Leffew,0,outlier,38.76423136816787,-9.095111591581636
3872,Ann Driver,0,outlier,38.7646302641364,-9.096125090808798
10236,Raphael Kelley,1,outlier,38.76322142339039,-9.096234449039434
10803,Andrea Edwards,0,outlier,38.74880584524404,-9.172196132426274
36256,Raquel Allen,0,outlier,38.74774902288987,-9.172465931568889
38424,Walter Huseman,1,outlier,38.764466797847206,-9.09578900785019
11752,Mary White,0,outlier,38.73586775888332,-9.150055009894205
23092,Jean Kang,0,outlier,38.759771146099375,-9.16716447134444
22754,John Ehrgott,1,outlier,38.76324152670616,-9.09443768382722
19248,Robyn Saling,0,outlier,38.763983206212856,-9.096078457104747
32815,Caroline Middleton,0,outlier,38.727926165245,-9.134523409413545
27173,Claudia Mitchell,0,outlier,38.76354512674923,-9.09469980256283
11591,Saul Wealer,1,outlier,38.763783542389,-9.09559803076823
22398,Vicky Rouse,0,outlier,38.76398159959492,-9.09504217379743
18656,Lorraine Speidel,0,outlier,38.74894605776422,-9.173293653102572
5143,Timothy Crigler,1,outlier,38.73668447929168,-9.150100877600217
25741,David Livingston,1,outlier,38.74808111070488,-9.173580429932006
6211,Brock Carlson,1,outlier,38.73713586542589,-9.15045407093873
1984,Amber Lankford,0,outlier,38.76007984883886,-9.167512204779506
48317,Jason Guizar,1,outlier,38.764263309976265,-9.09545831574404
39361,Eunice Schlitz,0,outlier,38.73598219849966,-9.149581929954712
33064,Sean Freshour,1,outlier,38.7598434291866,-9.165878831021628
12620,Brian Brock,1,outlier,38.748130041026144,-9.17319657633796
26479,Gregory Stuckert,1,outlier,38.73130297011048,-9.18791033708966
44697,Evelyn Eddinger,0,outlier,38.764059813269576,-9.191789893116937
23359,Donna Thomas,0,outlier,38.736625805066105,-9.150698813323556
48475,Marsha Alfaro,0,outlier,38.7605852359414,-9.167360144175412
24847,Laura Brock,0,outlier,38.73603585924966,-9.150724869287078
34240,Peter Bernardi,1,outlier,38.75909551333711,-9.166951075910328
2022,Debra Miller,0,outlier,38.735464711144765,-9.15043365589202
25550,Joann Pitts,0,outlier,38.76438899957309,-9.095220948333656
6487,Hilda Lowell,0,outlier,38.74839365570482,-9.173007848890292
27403,Mary Paine,0,outlier,38.759786615163705,-9.165665739111898
3449,John Pena,1,outlier,38.74875320068439,-9.17390668508729
2649,Jeffry Matthews,1,outlier,38.737178583884486,-9.150726998806304
36946,Sarah Karnes,0,outlier,38.759632946075136,-9.166281111188978
2145,Richard Ibach,1,outlier,38.76434499768455,-9.0951957273788
12388,Curtis Herrera,1,outlier,38.73662280699426,-9.149904451616315
40374,Shannon Mancine,0,outlier,38.737253695345736,-9.150742067411686
31238,Mark Corbett,1,outlier,38.760971136811634,-9.16589820472916
10749,Ann Verkamp,0,outlier,38.75919003792856,-9.166301283294306
42319,Lolita Germany,0,outlier,38.76362220655407,-9.0950609628302
45458,Prudence Robinson,0,outlier,38.74913987660983,-9.173503654827888
44579,Mario Carter,1,outlier,38.760197433141485,-9.16753933107903
1301,Melissa Shelton,0,outlier,38.76439373728507,-9.096074761386957
46152,Diana Sotelo,0,outlier,38.76461655014285,-9.096089021351968
26324,Blanche Gregory,0,outlier,38.78122157164242,-9.207615186326333
16812,Kimberly Sadowski,0,outlier,38.76463829438882,-9.094843674833498
23806,Sarah Powers,0,outlier,38.764613439581,-9.095037723651256
30526,Derrick Ricci,1,outlier,38.74805893337305,-9.172241254119903
14804,Blanca Meadows,0,outlier,38.76052861129613,-9.166064535142151
18694,Timmy Ricardo,1,outlier,38.74813962365634,-9.173702155611432
5908,Marvin Snodgrass,1,outlier,38.73579566343483,-9.14991233721275
10265,Rebecca Burdick,0,outlier,38.78260966717133,-9.17826123661359
30145,Morris Maddy,1,outlier,38.747738096569705,-9.173435100842774
5419,Michael Thomas,1,outlier,38.76398283656249,-9.094564491776346
19451,Antonio Regan,1,outlier,38.74902920615801,-9.173595757633615
49967,Ashley Gaylord,0,outlier,38.76004110064347,-9.16745398192174
39638,Gina Walton,0,outlier,38.73680628876212,-9.15065951295712
29384,Hazel Tinney,0,outlier,38.73734632900227,-9.150192195135798
15511,Phyllis Zamudio,0,outlier,38.7371653622882,-9.149891398779856
44471,Joe Scowden,1,outlier,38.76054136669323,-9.16593811772732
9433,Judy Zukowski,0,outlier,38.73635819879913,-9.150764787612149
8157,Anthony Anderson,1,outlier,38.75971920548463,-9.165820977012096
49523,Stephanie Summitt,0,outlier,38.76358410550544,-9.094520417737504
44306,Howard Dancy,1,outlier,38.73674168365704,-9.15035673005879
43307,Clarence Hurley,1,outlier,38.760969021836814,-9.165743286405554
17393,William Wolfrom,1,outlier,38.75952106556184,-9.166774734433828
29419,Rachelle Pitts,0,outlier,38.763439270011794,-9.095367911088031
39740,Susan Kleine,0,outlier,38.75968530833692,-9.1664744816346
37746,Thomas Mcdonald,1,outlier,38.74834874225659,-9.173397742909517
1405,Ray Smith,1,outlier,38.7473248068701,-9.173975826366592
27292,Jerry Perez,1,outlier,38.73731014588783,-9.148945288862466
20821,Jessica Hackwell,0,outlier,38.71886852387081,-9.159724335926091
31034,Robin Baker,0,outlier,38.76088252877686,-9.166687816835582
13106,Gail Vaughn,0,outlier,38.76417116671438,-9.09486613706949
25084,Marilyn Rincon,0,outlier,38.73651094960991,-9.150498491354112
3809,Barry Waldecker,1,outlier,38.73673377234766,-9.150138347022049
18539,Steven Catron,1,outlier,38.76097625007971,-9.167015661837654
18255,Deanna Conwell,0,outlier,38.760542254276295,-9.167025664659354
4064,Oscar Allmon,1,outlier,38.73650494872337,-9.149039486924972
