customer_id,customer_name,customer_gender,customer_age,kids_home,teens_home,number_complaints,distinct_stores_visited,lifetime_spend_groceries,lifetime_spend_electronics,typical_hour,lifetime_spend_vegetables,lifetime_spend_nonalcohol_drinks,lifetime_spend_alcohol_drinks,lifetime_spend_meat,lifetime_spend_fish,lifetime_spend_hygiene,lifetime_spend_videogames,lifetime_spend_petfood,lifetime_total_distinct_products,percentage_of_products_bought_promotion,year_first_transaction,loyalty_card_number,latitude,longitude,total_lifetime_spend,percentage_lifetime_spend_groceries,percentage_lifetime_spend_electronics,percentage_lifetime_spend_fish,percentage_lifetime_spend_vegetables,percentage_lifetime_spend_nonalcohol_drinks,percentage_lifetime_spend_alcohol_drinks,percentage_lifetime_spend_meat,percentage_lifetime_spend_hygiene,percentage_lifetime_spend_videogames,percentage_lifetime_spend_petfood,avg_spend_per_store,loyalty_years,degree
49556,Ronald Dill,1,63,1.0,1.0,0.0,1.0,20195.0,5027.0,17.0,663.0,591.0,110.0,1225.0,3917.0,1379.0,4084.0,2865.0,146.0,0.2129430352451355,2011.0,0,38.7475921563092,-9.172037386400875,40056.0,0.5041691631715598,0.1254993009786299,0.09778809666466946,0.016551827441581787,0.01475434391851408,0.0027461553824645497,0.030582184941082485,0.034426802476532854,0.10195725983622927,0.07152486518873577,40056.0,13.0,0
49044,Nicholas Reese,1,83,1.0,1.0,1.0,1.0,22254.0,5636.0,11.0,630.0,248.0,432.0,1872.0,4051.0,1741.0,3989.0,2838.0,90.0,0.0467575208348185,2011.0,0,38.76296308676961,-9.095356811151133,43691.0,0.5093497516651027,0.12899681856675288,0.09271932434597514,0.014419445652422695,0.00567622622508068,0.00988761987594699,0.042846352795770294,0.039848023620425256,0.09130026778970497,0.06495616946281843,43691.0,13.0,0
37713,Kathleen Avila,0,29,0.0,0.0,1.0,1.0,22466.0,0.0,7.0,211.0,525.0,20.0,375.0,95.0,47.0,0.0,15188.0,63.0,0.1005548076177553,2018.0,0,38.715222492970106,-9.156370481742726,38927.0,0.5771315539342873,0.0,0.0024404654866801963,0.0054204022914686465,0.013486782952706347,0.0005137822077221466,0.009633416394790248,0.0012073881881470444,0.0,0.3901662085441981,38927.0,6.0,0
37843,James Jennings,1,66,1.0,1.0,0.0,1.0,20108.0,13377.0,24.0,608.0,124.0,536.0,1858.0,3983.0,1762.0,3583.0,2907.0,83.0,0.1048159977313673,2014.0,0,38.76446061446802,-9.096188349547525,48846.0,0.41166113909020186,0.27386070507308685,0.08154198910862712,0.012447283298530074,0.0025385906727265284,0.01097326290791467,0.038037915080047495,0.036072554559226956,0.07335298693854155,0.059513573271096916,48846.0,10.0,0
11620,Jason Penton,1,60,1.0,1.0,1.0,1.0,20957.0,11579.0,10.0,348.0,697.0,798.0,1899.0,4034.0,2157.0,3813.0,2847.0,58.0,-0.065569639705243,2005.0,1,38.73690860903429,-9.149097076697933,49129.0,0.4265708644588736,0.23568564391703475,0.0821103625150115,0.007083392700848786,0.014187139978424149,0.016242952227808423,0.03865334120376967,0.043904821999226525,0.07761200105843799,0.05794947994056464,49129.0,19.0,3
46857,Richard Henderson,1,42,1.0,1.0,1.0,1.0,24005.0,6645.0,17.0,409.0,702.0,322.0,1898.0,4077.0,1987.0,4175.0,2981.0,68.0,0.1926969720729979,2010.0,0,38.763330167408256,-9.094671825951446,47201.0,0.5085697336920828,0.14078091565856657,0.08637528865913857,0.008665070655282728,0.014872566259189424,0.006821889366750705,0.040211012478549184,0.04209656575072562,0.08845151585771488,0.06315544162199953,47201.0,14.0,0
46598,Gerald Postel,1,75,1.0,1.0,1.0,1.0,26081.0,4838.0,16.0,434.0,501.0,882.0,1315.0,4157.0,1985.0,3945.0,3549.0,83.0,0.0364896701799658,2010.0,0,38.76310859840304,-9.0959394305381,47687.0,0.5469205443831652,0.10145322624614675,0.08717260469310294,0.009101012854656405,0.010506007926688616,0.018495606769140437,0.02757564954809487,0.04162560026841697,0.0827269486442846,0.07442279866630319,47687.0,14.0,0
46111,Jenna Gist,0,80,1.0,1.0,1.0,1.0,20848.0,9761.0,18.0,502.0,809.0,1108.0,2478.0,3929.0,2380.0,3945.0,2535.0,102.0,-0.2067622228942107,2010.0,0,38.75981669457285,-9.166714643882496,48295.0,0.4316802981675122,0.20211201987783414,0.0813541774510819,0.010394450771301376,0.01675121648203748,0.022942333574904234,0.05130965938502951,0.049280463816130035,0.08168547468682058,0.052489905787348586,48295.0,14.0,0
3260,Mary Harpole,0,30,1.0,1.0,1.0,1.0,22390.0,15079.0,13.0,491.0,425.0,835.0,2380.0,4504.0,1569.0,4530.0,4058.0,82.0,0.1830914310648531,2017.0,1,38.748165730967806,-9.172294337099364,56261.0,0.39796661986100496,0.26801869856561383,0.0800554558219726,0.008727182239917527,0.007554078313574234,0.014841542098434085,0.042302838556015715,0.027887879703524646,0.08051758767174419,0.07212811716819822,56261.0,7.0,3
40166,Malik No,1,43,1.0,1.0,1.0,1.0,20045.0,19255.0,6.0,539.0,664.0,820.0,1806.0,3654.0,1961.0,3835.0,3144.0,84.0,0.1418951656347197,2012.0,0,38.73654077568328,-9.150470149843734,55723.0,0.3597257864795506,0.34554851677045384,0.06557435888232867,0.009672846042029323,0.011916084920050966,0.014715647039821977,0.0324103153096567,0.03519193151840353,0.068822568777704,0.056421944260000356,55723.0,12.0,0
29806,Rebecca Porter,0,72,1.0,1.0,1.0,1.0,21131.0,10767.0,13.0,454.0,662.0,1015.0,2134.0,4349.0,1492.0,3855.0,3525.0,94.0,0.0203405101157987,2006.0,0,38.73646157482784,-9.149326963158488,49384.0,0.4278916248177547,0.21802608132188564,0.0880649603110319,0.009193260975214645,0.013405151466061882,0.020553215616393974,0.043212376478211564,0.030212214482423456,0.07806172039526972,0.07137939413575246,49384.0,18.0,0
43933,Kenneth Foster,1,60,1.0,1.0,0.0,1.0,22025.0,14117.0,7.0,549.0,708.0,864.0,1754.0,4611.0,1923.0,2595.0,3300.0,143.0,-0.0469725615726108,2011.0,0,38.76050703563501,-9.166136724210386,52446.0,0.41995576402394846,0.2691721008275178,0.08791900240247111,0.010467909850131563,0.01349959958814781,0.016474087632993937,0.033443923273462225,0.036666285322045536,0.049479464592151925,0.06292186248712962,52446.0,13.0,0
28221,Kim Toppa,0,67,1.0,1.0,1.0,2.0,21414.0,9759.0,14.0,399.0,800.0,2220.0,1442.0,4034.0,2411.0,3804.0,2514.0,111.0,0.1932910372119183,2011.0,0,38.74854241768985,-9.172314324566257,48797.0,0.4388384531835974,0.19999180277476075,0.08266901653790192,0.00817673217615837,0.016394450478513022,0.04549460007787364,0.029550996987519725,0.04940877512961862,0.07795561202532943,0.05151956062872717,24398.5,13.0,0
48044,Laura Smith,0,45,1.0,1.0,1.0,1.0,22823.0,6660.0,11.0,513.0,797.0,1159.0,2233.0,3516.0,1108.0,3760.0,3665.0,136.0,0.0155228303575507,2008.0,0,38.736727493258215,-9.148888359831238,46234.0,0.49364104338798287,0.14404983345589825,0.07604793009473547,0.011095730414846216,0.017238395985638276,0.025068131677985897,0.04829778950555868,0.023965047367738027,0.08132543150062724,0.07927066660898906,46234.0,16.0,0
42463,Irena Strachan,0,62,1.0,1.0,0.0,2.0,20714.0,3539.0,17.0,612.0,72.0,1905.0,1948.0,3109.0,1756.0,4508.0,3318.0,209.0,-0.0105133977725754,2012.0,0,38.74756966224239,-9.17299170327805,41481.0,0.4993611532991008,0.08531616884838841,0.07494997709794846,0.014753742677370363,0.0017357344326318074,0.04592464019671657,0.046961259371760565,0.042332634218075746,0.1086762614208915,0.07998842843711579,20740.5,12.0,0
47204,Aaron Steadman,1,78,0.0,0.0,1.0,1.0,22293.0,50.0,11.0,276.0,586.0,34.0,206.0,210.0,66.0,0.0,8778.0,44.0,0.1727665087029641,2004.0,0,38.76559875769508,-9.179896100768731,32499.0,0.6859595679867073,0.0015385088771962213,0.00646173728422413,0.008492569002123142,0.018031324040739715,0.0010461860364934306,0.006338656574048432,0.0020308317178990122,0.0,0.27010061848056865,32499.0,20.0,0
19793,Nicholas Floyd,1,68,1.0,1.0,1.0,1.0,22266.0,3759.0,16.0,679.0,382.0,1016.0,2466.0,3956.0,1752.0,4921.0,3588.0,96.0,-0.0419489713522887,2008.0,1,38.75947223837485,-9.166292846053738,44785.0,0.4971753935469465,0.08393435301998436,0.08833314725912694,0.015161326336943172,0.008529641621078487,0.022686167243496706,0.0550630791559674,0.039120241152171484,0.10988054035949536,0.08011611030478955,44785.0,16.0,1
18756,Nancy Maldonado,0,60,0.0,0.0,1.0,1.0,20206.0,76.0,10.0,293.0,557.0,6.0,246.0,281.0,56.0,0.0,6091.0,84.0,0.0540076954343082,2010.0,0,38.76356285919964,-9.204121370918507,27812.0,0.7265209262188983,0.0027326333956565513,0.010103552423414354,0.010535020854307494,0.020027326333956565,0.00021573421544656982,0.008845102833309363,0.002013519344167985,0.0,0.2190061843808428,27812.0,14.0,0
32855,Ricky Stanford,1,34,1.0,1.6,0.0,2.0,20927.0,6686.0,7.0,470.0,415.0,744.0,1785.0,3430.0,2176.0,4697.0,2763.0,75.0,0.1105583520944318,2014.0,0,38.747296898286656,-9.172264943659956,44093.0,0.47461048238949494,0.1516340462204885,0.07779012541673282,0.010659288322409453,0.009411924795318985,0.0168734266210056,0.04048261628829973,0.049350236999070145,0.10652484521352595,0.06266300773365387,22046.5,10.0,0
1704,Clifford Tep,1,80,1.0,1.0,1.0,2.0,20530.0,11618.0,17.0,496.0,718.0,1820.0,2152.0,3641.0,1929.0,4514.0,3118.0,225.0,0.1757234921019014,2005.0,1,38.747803861542366,-9.172291285142208,50536.0,0.40624505303150227,0.22989552002532848,0.07204764920056989,0.009814785499445939,0.014207693525407631,0.036013930663289534,0.042583504828241255,0.038170808928288745,0.08932246319455438,0.06169859110337186,25268.0,19.0,3
18556,Michael Lewis,1,57,1.0,1.0,0.0,1.0,20077.0,3739.0,9.0,530.0,631.0,509.0,1766.0,4008.0,2715.0,3924.0,3062.0,67.0,0.2695092124085873,2009.0,1,38.76041827095399,-9.16647317282601,40961.0,0.4901491662801201,0.09128195112424013,0.09784917360416005,0.012939137228095017,0.015404897341373501,0.012426454432264837,0.04311418178267132,0.06628256146090183,0.09579844242083933,0.07475403432533385,40961.0,15.0,1
47751,Steven Green,1,57,1.0,1.0,0.0,1.0,21239.0,8111.0,11.0,526.0,362.0,773.0,2606.0,3721.0,1927.0,4167.0,2859.0,61.0,0.1701820056536777,2007.0,0,38.759964794129615,-9.167472256650608,46291.0,0.45881488842323565,0.17521764489857639,0.08038279579183859,0.011362899915750362,0.007820094618824394,0.016698710332462032,0.05629604026700655,0.04162796223888013,0.0900174980017714,0.06176146551165453,46291.0,17.0,0
24248,Jessie Craig,0,62,1.0,1.0,1.0,2.0,20326.0,11770.0,8.0,504.0,686.0,1496.0,1817.0,4666.0,1500.0,3790.0,2248.0,133.0,0.0760957668980671,2012.0,1,38.74861935574441,-9.173433344101138,48803.0,0.41649078950064544,0.24117369833821692,0.09560887650349363,0.01032723398151753,0.014056512919287749,0.030653853246726637,0.037231317746859824,0.030735815421183123,0.07765916029752269,0.04606274204454644,24401.5,12.0,0
29849,Melissa Neller,0,42,1.0,1.0,1.0,2.0,20032.0,4912.0,15.0,657.0,650.0,725.0,2103.0,3384.0,1771.0,4105.0,2784.0,55.0,-0.1116949938629649,2008.0,0,38.76405836770611,-9.095706239004793,41123.0,0.4871239938720424,0.11944653843348005,0.08228971621720205,0.015976460861318483,0.015806239817133964,0.01763003671911096,0.05113926513143496,0.04306592417868346,0.09982248376820757,0.06769934100138608,20561.5,16.0,0
36626,Lisa Showers,0,48,1.0,1.0,0.0,1.0,20717.0,9340.0,11.0,721.0,878.0,1598.0,1716.0,3639.0,1685.0,3772.0,3187.0,49.0,0.0831591627334762,2011.0,0,38.76326411857065,-9.095027310926618,47253.0,0.4384271898080545,0.19765940786828348,0.07701098342962352,0.015258290478911392,0.018580830846718726,0.033817958648128164,0.03631515459335915,0.035659111590798466,0.07982561953738387,0.06744545319873871,47253.0,13.0,0
41280,Lenore Johnston,0,40,1.0,1.0,0.0,2.0,24601.0,11017.0,14.0,516.0,218.0,1752.0,2099.0,4376.0,1921.0,4307.0,2579.0,166.0,0.1396025333504375,2008.0,0,38.73576869497448,-9.149512191708046,53386.0,0.4608136964747312,0.20636496459746,0.08196905555763684,0.009665455362829206,0.0040834675757689285,0.03281759262728056,0.03931742404375679,0.035983216573633535,0.08067658187539804,0.048308545311504886,26693.0,16.0,0
39697,Vanessa Mcneill,0,46,1.0,1.0,1.0,1.0,23448.0,12817.0,7.0,308.0,519.0,1455.0,1404.0,3789.0,1436.0,4498.0,3003.0,67.0,0.1474609756028889,2013.0,0,38.7491799311955,-9.172503055603077,52677.0,0.4451278546614272,0.24331302086299522,0.0719289253374338,0.005846954078630142,0.009852497294834558,0.0276211629363859,0.02665299846232701,0.027260474210756117,0.08538830988856616,0.057007802266643884,52677.0,11.0,0
25884,Michael Defranco,1,34,1.0,1.0,0.0,2.0,20713.0,17449.0,12.0,507.0,353.0,1502.0,2293.0,3751.0,2356.0,3238.0,2611.0,71.0,0.1481723774813298,2008.0,0,38.73679079656464,-9.149386270100187,54773.0,0.3781607726434557,0.31856936811932884,0.06848264655943621,0.009256385445383675,0.006444781187811513,0.027422270096580433,0.04186369196501926,0.04301389370675333,0.05911671809103025,0.047669472185200734,27386.5,16.0,0
30159,Lucille Corbett,0,46,1.0,1.0,1.0,2.0,21600.0,9104.0,12.0,517.0,451.0,803.0,2202.0,4024.0,1865.0,3844.0,2742.0,149.0,0.1876565282632968,2014.0,0,38.748737429331726,-9.172142022389226,47152.0,0.45809297590770276,0.19307770614183917,0.08534102477095351,0.010964540210383442,0.009564811672887683,0.017030030539531726,0.04670003393281303,0.039552935188327115,0.08152358330505599,0.058152358330505596,23576.0,10.0,0
2791,Heather Foster,0,58,1.0,1.0,1.0,2.0,20226.0,2712.0,9.0,356.0,574.0,1643.0,1414.0,3592.0,1687.0,3887.0,2844.0,58.0,0.0649542640891428,2007.0,1,38.760215229198735,-9.167237000110529,38935.0,0.5194811865930397,0.06965455245922691,0.09225632464363683,0.00914344420187492,0.01474251958392192,0.04219853602157442,0.03631693848722229,0.04332862463079491,0.0998330550918197,0.0730448182868884,19467.5,17.0,2
31796,David Simmons,1,58,1.0,1.2,0.0,1.0,20320.0,6051.0,11.0,726.0,616.0,1733.0,2290.0,3885.0,2393.0,3662.0,3034.0,62.0,0.18690759662514,2012.0,0,38.748058782039294,-9.172415977269292,44710.0,0.4544844553791098,0.13533885036904494,0.08689331245806307,0.016237978080966227,0.01377767837172892,0.03876090360098412,0.05121896667412212,0.053522701856407964,0.08190561395660927,0.06785953925296355,44710.0,12.0,0
41874,Carl Goodemote,1,65,1.0,1.4,1.0,1.0,20345.0,7727.0,17.0,538.0,913.0,558.0,1599.0,4020.0,1910.0,3210.0,3138.0,182.0,0.2980367316738494,2004.0,0,38.76018718311088,-9.166004697223226,43958.0,0.46282815414714046,0.17578142772646618,0.0914509304335957,0.012238955366486191,0.020769825742754447,0.012693935119887164,0.03637563128440784,0.043450566449792984,0.07302425042085627,0.07138632330861276,43958.0,20.0,0
10143,Vincent Casias,1,31,1.0,1.0,0.0,1.0,20389.0,4214.0,7.0,632.0,459.0,1560.0,2756.0,4267.0,2196.0,4147.0,3293.0,71.0,-0.1282085661180084,2016.0,1,38.76018544958338,-9.1659527510091,43913.0,0.46430442010338624,0.09596247124997154,0.09716940313802291,0.014392093457518275,0.010452485596520393,0.0355247876483046,0.06276045817867146,0.050007970304921094,0.0944367271650764,0.07498918315760708,43913.0,8.0,2
14411,Paul Teneyck,1,49,1.0,1.0,0.0,3.0,21469.0,15757.0,19.0,590.0,585.0,809.0,1872.0,1663.0,1969.0,3917.0,2766.0,168.0,0.0410927901845949,2012.0,1,38.736436333132815,-9.150174140411997,51397.0,0.4177092048174018,0.3065743136758955,0.03235597408409051,0.011479269218047747,0.011381987275521917,0.015740218300679027,0.03642235928167013,0.03830962896667121,0.07621067377473394,0.053816370605288245,17132.333333333332,12.0,3
45685,Joseph Torres,1,39,1.0,1.0,0.0,1.0,20874.0,12628.0,7.0,573.0,461.0,449.0,1783.0,3314.0,2655.0,4595.0,3126.0,71.0,0.110019764953632,2010.0,0,38.76063811119567,-9.166807919236932,50458.0,0.41369059415751713,0.2502675492488803,0.06567838598438305,0.011355979230250902,0.009136311387688771,0.008898489833128543,0.03533631931507392,0.05261801894645051,0.09106583693368742,0.06195251496293947,50458.0,14.0,0
25538,Brian Fenton,1,45,1.0,1.0,1.0,2.0,21677.0,10481.0,9.0,708.0,283.0,1057.0,2374.0,3610.0,1392.0,3755.0,3110.0,170.0,-0.0158912958127359,2007.0,0,38.760435950517945,-9.167178884307669,48447.0,0.4474374058249221,0.21633950502611102,0.07451441781740871,0.014613907981918386,0.005841434970173592,0.02181765640803352,0.04900200218795797,0.0287324292525853,0.07750737919788635,0.06419386133300307,24223.5,17.0,0
38912,Gene Monteiro,1,41,0.8,1.0,0.0,1.0,21229.0,7982.0,13.0,531.0,546.0,3.0,2186.0,3902.0,2007.0,4976.0,3248.0,69.0,-0.0454857731078773,2016.0,0,38.73736752967379,-9.150710320608216,46610.0,0.45546020167346063,0.17125080454838018,0.08371594078523922,0.01139240506329114,0.01171422441536151,6.436387041407424e-05,0.046899806908388755,0.04305942930701566,0.1067582063934778,0.06968461703497103,46610.0,8.0,0
8370,Casey Williams,1,36,1.0,1.0,0.0,1.0,22032.0,6331.0,15.0,507.0,465.0,1382.0,1831.0,3899.0,2201.0,3083.0,3076.0,92.0,0.058820946059716,2010.0,1,38.736421872212,-9.150714344830078,44807.0,0.4917088847724686,0.14129488695962683,0.08701765349164194,0.011315196286294552,0.010377842747784945,0.030843395005244717,0.040864150690740286,0.04912178900618207,0.06880621331488383,0.06864998772513223,44807.0,14.0,3
21396,Jimmy Mezzatesta,1,45,1.0,1.2,0.0,1.0,22777.0,5175.0,17.0,482.0,255.0,859.0,1777.0,3766.0,1501.0,4525.0,3452.0,88.0,0.2775648353992917,2012.0,1,38.76099527115223,-9.165814787939135,44569.0,0.5110502815858556,0.11611209585137652,0.08449819381184231,0.010814691826157194,0.005721465592676524,0.019273486055329938,0.039870762188965424,0.03367811707689201,0.1015279678700442,0.07745293814086024,44569.0,12.0,0
9822,Joyce Sheffield,0,24,1.0,1.0,0.0,1.0,20428.0,11413.0,11.0,532.0,665.0,1218.0,1568.0,4359.0,1883.0,3387.0,3246.0,160.0,0.0441074803691124,2023.0,1,38.73652957593997,-9.149899183875055,48699.0,0.41947473254070927,0.2343579950306988,0.08950902482597178,0.010924248957884146,0.013655311197355182,0.02501078050884002,0.03219778640218485,0.0386660917061952,0.06954968274502557,0.06665434608513522,48699.0,1.0,2
18692,Shirley Mcdonald,0,66,1.0,1.0,1.0,1.0,25168.0,1152.0,7.0,392.0,450.0,217.0,2622.0,4012.0,2050.0,4074.0,3017.0,141.0,0.029950673268501,2009.0,1,38.74848799277575,-9.17389554896902,43154.0,0.5832136070816147,0.026695091996106965,0.09296936552810864,0.00908374658200862,0.010427770310979283,0.005028502572183343,0.06075914167863929,0.047504286972238956,0.09440608054873245,0.06991240672938777,43154.0,15.0,2
36482,Philip Hauser,1,73,1.0,1.0,1.0,1.0,20129.0,6276.0,18.0,465.0,667.0,233.0,2305.0,3631.0,1783.0,4662.0,2910.0,163.0,0.0230707983491361,2010.0,0,38.73740040784876,-9.150024564882951,43061.0,0.4674531478600125,0.14574673138106406,0.08432224054248624,0.010798634495250923,0.015489654211467453,0.0054109286825665915,0.053528715078609415,0.04140637700006967,0.10826501939109635,0.06757855135737674,43061.0,14.0,0
28766,Timothy Mcguire,1,46,1.0,1.0,1.0,2.0,20115.0,9089.0,9.0,634.0,399.0,1334.0,1936.0,4158.0,1711.0,4740.0,3327.0,118.0,-0.0580065339571955,2010.0,0,38.76365138068219,-9.095968951196747,47443.0,0.42398246316632593,0.19157726113441392,0.0876420125202875,0.013363404506460385,0.00841009211053264,0.028117952068798347,0.04080686297240899,0.036064329827371795,0.09990936492211706,0.07012625677128344,23721.5,14.0,0
1231,Angel Rios,1,43,1.0,1.0,0.0,1.0,21259.0,11040.0,11.0,569.0,456.0,947.0,1756.0,3951.0,2419.0,3653.0,2782.0,64.0,-0.152748072282051,2012.0,1,38.76328514062854,-9.094552365253683,48832.0,0.4353497706422018,0.22608125819134994,0.08091005897771952,0.011652195281782438,0.009338138925294889,0.01939302096985583,0.03596002621231979,0.04953718872870249,0.07480750327653997,0.05697083879423329,48832.0,12.0,2
27154,Amanda Mccabe,0,31,1.0,1.0,0.0,1.0,20962.0,10852.0,12.0,458.0,603.0,596.0,1519.0,4193.0,2359.0,4321.0,3057.0,65.0,0.2157860967008881,2013.0,0,38.76026631549032,-9.16643207693774,48920.0,0.4284955028618152,0.22183156173344235,0.08571136549468521,0.009362224039247751,0.01232624693376942,0.012183156173344235,0.03105069501226492,0.048221586263287,0.0883278822567457,0.0624897792313982,48920.0,11.0,0
29809,Milton Yates,1,72,1.0,1.0,1.0,1.0,21224.0,6974.0,14.0,549.0,497.0,567.0,1648.0,1871.6,2347.0,4117.0,2937.0,110.0,0.01769498244538,2010.0,0,38.73608685952811,-9.149488621970262,42731.6,0.49668161267071675,0.1632047477744807,0.04379896844489792,0.012847635005476041,0.011630736972170479,0.013268868940081814,0.038566306901684,0.05492422469554147,0.09634556159844238,0.06873133699650844,42731.6,14.0,0
44938,Lucille Reiser,0,49,1.0,1.0,0.0,2.0,20005.0,9236.0,11.0,381.0,427.0,1414.0,2094.0,3587.0,2500.0,4096.0,3165.0,16.0,0.1682959661910204,2009.0,0,38.76074167064343,-9.166264759210511,46905.0,0.4265003730945528,0.19690864513378104,0.07647372348363714,0.008122801407099456,0.009103507088796503,0.03014603986781793,0.044643428205948195,0.053299221831361265,0.08732544504850229,0.06747681483850336,23452.5,15.0,0
30869,Ernest Hufton,1,65,1.0,1.0,0.0,1.0,21671.0,7213.0,10.0,340.0,623.0,1000.0,932.0,3908.0,2405.0,4165.0,2613.0,73.0,-0.0136313616075577,2006.0,0,38.76366338060292,-9.095719024049846,44870.0,0.48297303320704255,0.16075328727434812,0.08709605527078226,0.007577445954981056,0.013884555382215289,0.022286605749944285,0.02077111655894807,0.053599286828616005,0.09282371294851795,0.05823490082460441,44870.0,18.0,0
